label	accession	organism	protein	clade	source	note	status
Nqo3_Wells_010	HerminfontiNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=HerminfontiNqo3	OK
Nqo3_Wells_011	KilospongiNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=KilospongiNqo3	OK
Nqo3_Wells_012	MalonorubraNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MalonorubraNqo3	OK
Nqo3_Wells_013	MethylophagsulfidoNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylophagsulfidoNqo3	OK
Nqo3_Wells_014	NiastelyeongNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=NiastelyeongNqo3	OK
Nqo3_Wells_015	NitrospiramazNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=NitrospiramazNqo3	OK
Nqo3_Wells_016	OceanibacpacificNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=OceanibacpacificNqo3	OK
Nqo3_Wells_017	PhotobacalginNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PhotobacalginNqo3	OK
Nqo3_Wells_018	PseudoarcoactiNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PseudoarcoactiNqo3	OK
Nqo3_Wells_019	Ralstonsolana1Nqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=Ralstonsolana1Nqo3	OK
Nqo3_Wells_020	SkermaaeroNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SkermaaeroNqo3	OK
Nqo3_Wells_021	StreptomyolivoNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=StreptomyolivoNqo3	OK
Nqo3_Wells_022	SulfurospmultiNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SulfurospmultiNqo3	OK
Nqo3_Wells_023	ThermopolyflexNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThermopolyflexNqo3	OK
Nqo3_Wells_024	ThioflexopsekuNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThioflexopsekuNqo3	OK
Nqo3_Wells_025	WilliammuralNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=WilliammuralNqo3	OK
AspDMSOR_Wells_001	AlicyclidenitrifClrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AlicyclidenitrifClrA	OK
AspDMSOR_Wells_002	ArchaefulgPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ArchaefulgPcrA	OK
AspDMSOR_Wells_003	AromaromaEdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AromaromaEdhA	OK
AspDMSOR_Wells_004	CaldimicrothioPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CaldimicrothioPcrA	OK
AspDMSOR_Wells_005	CarbpertPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CarbpertPcrA	OK
AspDMSOR_Wells_006	DechloroaromaPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DechloroaromaPcrA	OK
AspDMSOR_Wells_007	DesulfitodichlorPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfitodichlorPcrA	OK
AspDMSOR_Wells_008	DesulfolacuPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfolacuPcrA	OK
AspDMSOR_Wells_009	DesulfoyounPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfoyounPcrA	OK
AspDMSOR_Wells_010	GeobacpickClrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=GeobacpickClrA	OK
AspDMSOR_Wells_011	GordonurolPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=GordonurolPcrA	OK
AspDMSOR_Wells_012	HalomonsacchaDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=HalomonsacchaDdhA	OK
AspDMSOR_Wells_013	HydrogenothermmariDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=HydrogenothermmariDdhA	OK
AspDMSOR_Wells_014	MagnetospirmagnetPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MagnetospirmagnetPcrA	OK
AspDMSOR_Wells_015	MarinobacsalexiDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MarinobacsalexiDdhA	OK
AspDMSOR_Wells_016	MoormuldPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MoormuldPcrA	OK
AspDMSOR_Wells_017	NitratirutergaDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=NitratirutergaDdhA	OK
AspDMSOR_Wells_018	PseudomonlitoralDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PseudomonlitoralDdhA	OK
AspDMSOR_Wells_019	RhodovulsulfidoDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=RhodovulsulfidoDdhA	OK
AspDMSOR_Wells_020	SalipthioDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SalipthioDdhA	OK
AspDMSOR_Wells_021	SedimentthioPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SedimentthioPcrA	OK
AspDMSOR_Wells_022	SterolidenitrifS25dA_1	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SterolidenitrifS25dA_1	OK
AspDMSOR_Wells_023	SulfurospcavoPcrA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SulfurospcavoPcrA	OK
AspDMSOR_Wells_024	ThauterpCmdA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThauterpCmdA	OK
AspDMSOR_Wells_025	TropicimonisoalkDdhA	Wells_et_al_reference	AspDMSOR	AspDMSOR	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=TropicimonisoalkDdhA	OK
